year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_under_5_years,sex_and_age_5_to_9_years,sex_and_age_10_to_14_years,sex_and_age_15_to_19_years,sex_and_age_20_to_24_years,sex_and_age_25_to_34_years,sex_and_age_35_to_44_years,sex_and_age_45_to_54_years,sex_and_age_55_to_59_years,sex_and_age_60_to_64_years,sex_and_age_65_to_74_years,sex_and_age_75_to_84_years,sex_and_age_85_years_and_over,sex_and_age_median_age_years,sex_and_age_18_years_and_over,sex_and_age_21_years_and_over,sex_and_age_62_years_and_over,sex_and_age_65_years_and_over,sex_and_age_18_years_and_over.1,sex_and_age_18_years_and_over_male,sex_and_age_18_years_and_over_female,sex_and_age_65_years_and_over.1,sex_and_age_65_years_and_over_male,sex_and_age_65_years_and_over_female,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_one_race,race_one_race_white,race_one_race_black_or_african_american,race_one_race_american_indian_and_alaska_native,race_one_race_american_indian_and_alaska_native_ch,race_one_race_american_indian_and_alaska_native_ch.1,race_one_race_american_indian_and_alaska_native_na,race_one_race_american_indian_and_alaska_native_si,race_one_race_asian,race_one_race_asian_asian_indian,race_one_race_asian_chinese,race_one_race_asian_filipino,race_one_race_asian_japanese,race_one_race_asian_korean,race_one_race_asian_vietnamese,state_fips,county_fips,race_one_race_asian_other_asian,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_native_hawaiian_and_other_pacific_is.1,race_one_race_native_hawaiian_and_other_pacific_is.2,race_one_race_native_hawaiian_and_other_pacific_is.3,race_one_race_native_hawaiian_and_other_pacific_is.4,race_one_race_some_other_race,race_two_or_more_races,race_two_or_more_races_white_and_black_or_african_,race_two_or_more_races_white_and_american_indian_a,race_two_or_more_races_white_and_asian,race_two_or_more_races_black_or_african_american_a,race_race_alone_or_in_combination_with_one_or_more,race_race_alone_or_in_combination_with_one_or_more.1,race_race_alone_or_in_combination_with_one_or_more.2,race_race_alone_or_in_combination_with_one_or_more.3,race_race_alone_or_in_combination_with_one_or_more.4,race_race_alone_or_in_combination_with_one_or_more.5,race_race_alone_or_in_combination_with_one_or_more.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units
2014,Chase County,Nebraska,3990,1934,2056,306,311,208,197,159,410,497,507,276,258,375,373,113,43.3,2999,2945,1033,861,2999,1449,1550,861,362,499,3990,3930,60,3930,3917,1,0,0,0,0,0,0,0,0,0,0,0,0,31,29,0,0,0,0,0,0,12,60,20,24,16,0,3990,3977,21,24,16,0,12,3990,486,485,0,0,1,3504,3443,1,0,0,0,0,60,0,60,1918
2014,Blaine County,Nebraska,594,312,282,50,34,35,49,31,73,56,96,56,29,42,37,6,39.4,444,423,92,85,444,233,211,85,44,41,594,591,3,591,587,0,0,0,0,0,0,1,0,0,0,0,0,0,31,9,1,3,0,0,0,3,0,3,0,3,0,0,594,590,0,3,1,3,0,594,0,0,0,0,0,594,587,0,0,1,3,0,3,0,3,349
2014,Deuel County,Nebraska,1951,981,970,78,204,96,100,110,157,187,306,170,108,217,136,82,47.3,1504,1437,496,435,1504,764,740,435,200,235,1951,1928,23,1928,1898,0,2,1,1,0,0,0,0,0,0,0,0,0,31,49,0,0,0,0,0,0,28,23,0,17,4,0,1951,1921,0,19,4,0,30,1951,165,131,0,0,34,1786,1761,0,2,0,0,0,23,2,21,1026
2014,Logan County,Nebraska,736,356,380,58,65,58,26,35,65,61,122,64,36,80,43,23,45.0,534,526,162,146,534,265,269,146,63,83,736,729,7,729,716,2,1,0,0,0,0,0,0,0,0,0,0,0,31,113,0,0,0,0,0,0,10,7,0,7,0,0,736,723,2,8,0,0,10,736,19,16,0,0,3,717,707,2,1,0,0,0,7,0,7,388
2014,Thayer County,Nebraska,5194,2599,2595,323,313,272,278,226,413,484,748,458,354,590,494,241,48.9,4092,3984,1513,1325,4092,2006,2086,1325,576,749,5194,5048,146,5048,5042,0,6,6,0,0,0,0,0,0,0,0,0,0,31,169,0,0,0,0,0,0,0,146,47,41,5,51,5194,5137,98,98,5,2,0,5194,41,39,0,1,1,5153,5001,0,6,0,0,0,146,0,146,2710
2014,Adams County,Nebraska,31396,15768,15628,2059,2151,2014,2536,2446,3540,3353,4354,2006,1941,2509,1519,968,38.1,23973,22012,6079,4996,23973,11912,12061,4996,2125,2871,31396,30829,567,30829,29496,261,45,17,0,0,6,428,64,3,39,27,12,252,31,1,31,17,6,2,0,9,582,567,112,250,98,0,31396,30063,408,322,534,23,648,31396,2641,1902,84,102,553,28755,27604,231,45,428,17,0,430,23,407,13530
2014,Boone County,Nebraska,5404,2697,2707,316,351,339,373,262,510,497,814,395,391,491,398,267,46.1,4153,3976,1391,1156,4153,2074,2079,1156,497,659,5404,5390,14,5390,5371,5,0,0,0,0,0,8,0,7,0,0,0,1,31,11,0,2,0,2,0,0,4,14,5,3,0,0,5404,5385,10,3,8,2,10,5404,76,71,0,1,4,5328,5307,5,0,8,0,0,8,0,8,2646
2014,Rock County,Nebraska,1436,691,745,47,87,89,80,39,140,117,243,169,107,131,98,89,50.6,1172,1127,390,318,1172,574,598,318,135,183,1436,1400,36,1400,1381,10,0,0,0,0,0,3,0,0,3,0,0,0,31,149,0,0,0,0,0,0,6,36,0,32,0,0,1436,1417,10,32,3,4,6,1436,4,0,0,0,4,1432,1377,10,0,3,0,6,36,0,36,896
2014,Sherman County,Nebraska,3120,1538,1582,169,158,238,162,124,214,346,428,302,195,366,342,76,49.2,2440,2336,892,784,2440,1189,1251,784,339,445,3120,3120,0,3120,3068,34,7,0,0,0,0,2,0,0,0,0,0,0,31,163,2,0,0,0,0,0,9,0,0,0,0,0,3120,3068,34,7,2,0,9,3120,48,36,11,0,1,3072,3029,34,7,2,0,0,0,0,0,1940
2014,Howard County,Nebraska,6315,3207,3108,379,430,431,411,259,631,723,933,436,439,644,425,174,43.6,4803,4614,1571,1243,4803,2399,2404,1243,580,663,6315,6286,29,6286,6199,7,48,0,0,0,11,7,0,2,5,0,0,0,31,93,0,16,11,0,0,5,9,29,9,14,3,0,6315,6228,16,62,10,19,9,6315,137,116,0,3,18,6178,6071,7,48,7,16,0,29,0,29,2988
2014,Gosper County,Nebraska,1997,938,1059,121,133,127,186,85,156,187,365,178,80,185,143,51,45.1,1494,1403,410,379,1494,729,765,379,155,224,1997,1986,11,1986,1959,0,16,0,0,0,2,0,0,0,0,0,0,0,31,73,0,0,0,0,0,0,11,11,0,0,0,0,1997,1970,0,16,0,0,22,1997,39,39,0,0,0,1958,1942,0,16,0,0,0,0,0,0,1230
2014,Sarpy County,Nebraska,165955,82827,83128,13418,13313,13196,11090,10644,25317,23498,22971,9576,7392,9300,4732,1508,33.5,118759,113175,19551,15540,118759,58441,60318,15540,6937,8603,165955,160692,5263,160692,147424,7076,728,51,0,53,133,3203,239,356,603,193,391,873,31,153,548,228,27,189,0,12,2033,5263,1690,834,1343,99,165955,152143,9298,1842,5272,627,2589,165955,13038,9865,720,184,2269,152917,137714,6587,563,3141,228,159,4525,213,4312,63894
2014,Boyd County,Nebraska,2067,1045,1022,132,105,134,122,95,156,183,254,144,192,281,184,85,51.2,1593,1563,690,550,1593,781,812,550,249,301,2067,2044,23,2044,2007,16,14,0,0,0,9,0,0,0,0,0,0,0,31,15,0,0,0,0,0,0,7,23,4,19,0,0,2067,2030,20,33,0,0,7,2067,12,9,0,0,3,2055,2002,16,14,0,0,0,23,0,23,1379
2014,Fillmore County,Nebraska,5767,2811,2956,305,335,349,371,295,541,540,862,488,378,596,476,231,47.0,4504,4382,1478,1303,4504,2208,2296,1303,564,739,5767,5723,44,5723,5589,38,6,0,0,0,1,9,0,8,0,0,1,0,31,59,0,0,0,0,0,0,81,44,1,20,0,0,5767,5633,42,32,12,3,98,5767,198,172,0,0,26,5569,5490,33,6,9,0,0,31,4,27,2906
2014,Hooker County,Nebraska,688,334,354,29,51,28,14,16,76,55,52,58,69,120,63,57,57.2,569,557,283,240,569,278,291,240,110,130,688,686,2,686,678,0,2,0,0,0,2,3,0,0,0,0,3,0,31,91,0,0,0,0,0,0,3,2,0,2,0,0,688,680,0,4,3,0,3,688,20,12,0,0,8,668,661,0,2,3,0,0,2,0,2,450
2014,Seward County,Nebraska,16939,8647,8292,1004,1207,1070,1561,1409,1709,1833,2323,1060,1075,1365,941,382,38.5,12964,11697,3229,2688,12964,6599,6365,2688,1220,1468,16939,16735,204,16735,16400,87,17,0,0,0,0,86,3,48,11,2,5,1,31,159,16,0,0,0,0,0,145,204,65,84,17,0,16939,16604,152,104,110,4,176,16939,339,217,26,0,96,16600,16214,87,17,86,0,0,196,23,173,6931
2014,Webster County,Nebraska,3733,1804,1929,210,219,228,263,156,310,360,579,211,319,415,332,131,47.6,2889,2760,1121,878,2889,1411,1478,878,376,502,3733,3675,58,3675,3608,4,0,0,0,0,0,55,12,0,3,0,10,0,31,181,30,3,0,3,0,0,5,58,3,12,36,0,3733,3666,7,12,91,3,12,3733,153,127,0,16,10,3580,3475,4,0,55,3,0,43,0,43,1905
2014,Butler County,Nebraska,8312,4173,4139,490,527,591,530,403,799,871,1294,603,554,767,612,271,44.5,6342,6058,1915,1650,6342,3157,3185,1650,739,911,8312,8289,23,8289,8078,67,31,1,0,6,0,19,0,0,15,4,0,0,31,23,0,0,0,0,0,0,94,23,4,15,0,0,8312,8101,72,47,19,0,97,8312,224,135,3,0,86,8088,7959,67,24,19,0,0,19,0,19,4028
2014,Arthur County,Nebraska,476,236,240,47,46,42,23,11,47,62,46,26,44,43,37,2,38.4,319,318,94,82,319,160,159,82,38,44,476,472,4,472,472,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,4,2,0,2,0,476,476,2,0,2,0,0,476,0,0,0,0,0,476,472,0,0,0,0,0,4,0,4,247
2014,Gage County,Nebraska,21889,10785,11104,1283,1250,1500,1343,1095,2220,2418,3322,1688,1446,2029,1515,780,44.4,16993,16324,5147,4324,16993,8300,8693,4324,1859,2465,21889,21497,392,21497,21187,38,27,0,0,0,9,76,0,0,0,0,17,4,31,67,55,40,40,0,0,0,129,392,142,186,20,5,21889,21574,185,218,101,71,137,21889,422,347,15,38,22,21467,20904,28,27,76,40,0,392,8,384,10413
2014,Kearney County,Nebraska,6560,3225,3335,383,540,402,392,296,728,778,938,523,384,590,389,217,41.0,4976,4770,1409,1196,4976,2412,2564,1196,519,677,6560,6488,72,6488,6449,6,7,0,0,0,5,14,0,0,6,0,8,0,31,99,0,0,0,0,0,0,12,72,10,62,0,0,6560,6521,16,69,14,0,12,6560,301,293,0,0,8,6259,6162,6,5,14,0,0,72,0,72,2907
2014,Madison County,Nebraska,35103,17272,17831,2657,2271,2376,2479,2571,4442,3765,4849,2691,1656,2565,1803,978,37.1,26376,24821,6225,5346,26376,12843,13533,5346,2285,3061,35103,34489,614,34489,32512,560,488,0,0,26,211,178,0,7,0,0,26,12,31,119,133,21,0,21,0,0,730,614,199,111,119,10,35103,33111,808,650,304,23,864,35103,4812,3836,93,380,503,30291,28849,430,357,178,21,21,435,0,435,15058
2014,Phelps County,Nebraska,9189,4569,4620,596,642,624,568,418,1022,1005,1320,725,481,841,749,198,41.8,6942,6689,2083,1788,6942,3410,3532,1788,755,1033,9189,9044,145,9044,8967,9,19,0,0,0,8,11,5,0,0,0,6,0,31,137,0,8,0,0,0,8,30,145,14,102,26,0,9189,9111,24,123,38,10,30,9189,441,362,11,0,68,8748,8604,9,19,11,8,1,96,0,96,4205
2014,Wayne County,Nebraska,9488,4799,4689,486,447,560,1205,1621,965,846,1073,621,378,598,493,195,29.6,7657,6346,1537,1286,7657,3860,3797,1286,590,696,9488,9422,66,9422,9047,219,37,0,0,0,0,18,6,0,3,9,0,0,31,179,0,0,0,0,0,0,101,66,0,20,27,0,9488,9094,238,57,64,19,101,9488,486,450,0,0,36,9002,8656,219,37,18,0,6,66,0,66,3802
2014,Knox County,Nebraska,8573,4171,4402,509,486,700,545,320,699,779,1258,631,646,920,726,354,47.4,6502,6272,2348,2000,6502,3138,3364,2000,856,1144,8573,8417,156,8417,7546,11,774,13,0,0,605,34,17,6,0,0,10,0,31,107,1,5,3,0,0,2,47,156,12,97,4,1,8573,7691,42,900,43,6,66,8573,196,159,10,0,27,8377,7480,10,704,34,5,0,144,6,138,4801
2014,Merrick County,Nebraska,7790,3871,3919,437,568,512,502,358,764,875,1177,663,451,784,486,213,43.1,5954,5700,1669,1483,5954,2951,3003,1483,642,841,7790,7667,123,7667,7500,45,33,5,0,0,3,24,0,10,0,0,8,0,31,121,6,0,0,0,0,0,65,123,0,48,69,0,7790,7623,45,81,93,0,71,7790,298,103,10,121,64,7492,7284,45,22,24,0,0,117,6,111,3707
2014,Pawnee County,Nebraska,2754,1383,1371,140,163,168,133,154,216,277,371,281,135,325,262,129,48.3,2169,2091,789,716,2169,1075,1094,716,318,398,2754,2730,24,2730,2728,0,2,2,0,0,0,0,0,0,0,0,0,0,31,133,0,0,0,0,0,0,0,24,3,9,0,0,2754,2752,3,11,12,12,0,2754,48,44,0,0,4,2706,2680,0,2,0,0,0,24,0,24,1588
2014,Wheeler County,Nebraska,848,435,413,30,21,33,83,64,47,115,116,105,53,87,74,20,48.3,708,681,226,181,708,363,345,181,82,99,848,847,1,847,835,0,0,0,0,0,0,0,0,0,0,0,0,0,31,183,0,0,0,0,0,0,12,1,0,1,0,0,848,836,0,1,0,0,12,848,12,0,0,0,12,836,835,0,0,0,0,0,1,0,1,581
2014,Churchill County,Nevada,24347,12233,12114,1609,1772,1303,1722,1763,2971,2626,3367,1672,1479,2432,1236,395,39.0,18570,17604,4997,4063,18570,9303,9267,4063,1917,2146,24347,23575,772,23575,20003,606,1148,0,0,41,129,802,22,149,508,47,21,0,32,1,55,91,67,11,0,13,925,772,79,137,144,9,24347,20740,706,1311,971,117,1288,24347,3119,2361,90,8,660,21228,18294,518,1089,802,91,40,394,1,393,10759
2014,Douglas County,Nevada,47135,23713,23422,2074,2629,2569,2725,2126,4270,4988,7035,3952,4167,6385,3354,861,48.5,38147,36872,13029,10600,38147,19043,19104,10600,5310,5290,47135,45718,1417,45718,42185,203,1100,10,4,84,14,564,13,153,197,122,12,13,32,5,54,98,63,1,12,22,1568,1417,292,351,371,0,47135,43383,573,1460,1256,360,1633,47135,5470,3816,447,101,1106,41665,38624,200,881,555,70,127,1208,1,1207,23677
2014,Pershing County,Nevada,6741,4311,2430,309,396,360,276,363,1027,1120,1113,437,402,622,270,46,41.3,5467,5358,1213,938,5467,3646,1821,938,528,410,6741,6541,200,6541,5488,269,289,6,0,0,0,7,0,0,4,0,0,0,32,27,3,21,16,0,2,3,467,200,42,114,0,0,6741,5662,311,407,33,40,488,6741,1533,1361,38,15,119,5208,4534,265,269,7,21,0,112,0,112,2429
2014,Eureka County,Nevada,1761,911,850,117,97,146,105,56,232,214,295,96,169,170,44,20,41.6,1326,1267,382,234,1326,690,636,234,108,126,1761,1754,7,1754,1678,10,26,16,0,0,0,0,0,0,0,0,0,0,32,11,0,9,0,0,9,0,31,7,0,0,0,0,1761,1678,10,26,0,16,38,1761,52,33,1,1,17,1709,1665,9,26,0,9,0,0,0,0,1126
2014,Humboldt County,Nevada,17003,8965,8038,1296,1351,1344,1258,970,2221,2041,2570,1079,1223,1012,503,135,35.3,12245,11554,2347,1650,12245,6473,5772,1650,846,804,17003,16442,561,16442,14916,88,819,13,0,5,8,41,4,0,30,0,4,0,32,13,3,25,24,0,0,1,553,561,123,207,124,2,17003,15456,213,1028,224,84,599,17003,4272,3750,70,250,202,12731,11419,75,746,41,25,108,317,5,312,7165
2014,White Pine County,Nevada,10043,5662,4381,630,393,714,1009,443,1192,1299,1473,812,582,817,552,127,39.6,7798,7212,1839,1496,7798,4554,3244,1496,763,733,10043,9819,224,9819,8739,402,529,26,0,1,1,70,0,5,8,18,13,3,32,33,23,13,7,3,0,3,66,224,77,45,85,4,10043,8955,487,578,160,22,69,10043,1434,1228,39,21,146,8609,7509,387,436,70,13,0,194,3,191,4470
2014,Elko County,Nevada,50991,26632,24359,3920,3752,4323,3917,3543,7167,6599,7370,3311,2610,2911,1171,397,33.4,36442,34214,5953,4479,36442,19013,17429,4479,2254,2225,50991,50108,883,50108,44835,627,2636,29,67,17,3,500,89,93,163,69,15,0,32,7,71,114,47,0,2,65,1396,883,224,184,222,68,50991,45569,973,2943,800,123,1505,50991,12059,10932,170,45,912,38932,34654,492,2499,498,114,37,638,0,638,19939
2014,Nye County,Nevada,42938,21652,21286,1899,2055,2691,2331,1882,3494,4142,6136,3350,3744,7024,3277,913,50.3,34706,33574,13738,11214,34706,17475,17231,11214,5766,5448,42938,42217,721,42217,37617,1135,874,78,52,0,9,719,0,129,464,8,15,0,32,23,103,129,45,8,22,54,1743,721,83,246,171,82,42938,38220,1340,1245,917,176,1825,42938,6026,5134,130,327,435,36912,33469,1127,870,719,129,61,537,0,537,22051
2014,Storey County,Nevada,3934,1862,2072,126,127,109,255,27,162,385,862,467,484,587,315,28,54.2,3387,3312,1271,930,3387,1653,1734,930,447,483,3934,3878,56,3878,3733,21,67,13,0,0,0,38,0,21,8,8,1,0,32,29,0,9,0,0,0,9,10,56,0,27,16,1,3934,3777,22,106,54,20,11,3934,163,75,0,0,88,3771,3579,21,67,38,9,2,55,0,55,1996
2014,Clark County,Nevada,2003613,1005553,998060,134527,139261,133166,128548,135237,297425,289326,271300,120161,107575,152877,71157,23053,36.1,1515899,1440666,309424,247087,1515899,756576,759323,247087,115587,131500,2003613,1912529,91084,1912529,1300909,214491,11725,693,232,1229,389,180163,7053,29716,93693,8742,12496,9981,32,3,18482,13948,5041,3373,3319,2215,191293,91084,18243,9330,23612,2464,2003613,1372574,245703,28218,223512,28545,206935,2003613,596587,454259,20403,22389,99536,1407026,931696,206624,8301,177047,13406,3313,66639,2013,64626,851131
2014,Lyon County,Nevada,51579,26047,25532,2965,3657,3228,3406,2482,5616,6026,7396,3793,3772,5885,2370,983,42.6,39463,37938,11277,9238,39463,19775,19688,9238,4616,4622,51579,49866,1713,49866,45212,529,1483,103,0,10,42,742,171,27,401,27,26,65,32,19,25,86,5,36,45,0,1814,1713,356,578,246,56,51579,46720,990,2175,1093,194,2151,51579,7891,5922,301,112,1556,43688,39785,483,1240,741,86,33,1320,40,1280,22444
2014,Lander County,Nevada,5930,3114,2816,452,447,521,341,393,661,537,954,430,310,612,210,62,37.7,4317,4102,1011,884,4317,2199,2118,884,532,352,5930,5748,182,5748,5324,8,240,0,0,0,0,26,0,0,26,0,0,0,32,15,0,14,14,0,0,0,136,182,124,12,0,0,5930,5472,132,286,26,14,182,5930,1379,1300,0,0,79,4551,4169,8,156,26,14,42,136,0,136,2520
2014,Esmeralda County,Nevada,1041,510,531,36,68,59,30,94,120,95,118,72,86,153,97,13,47.6,854,825,317,263,854,411,443,263,102,161,1041,1031,10,1031,909,0,39,0,0,3,0,0,0,0,0,0,0,0,32,9,0,0,0,0,0,0,83,10,1,9,0,0,1041,919,1,48,0,0,83,1041,157,157,0,0,0,884,831,0,39,0,0,4,10,0,10,939
2014,Mineral County,Nevada,4627,2395,2232,229,357,178,238,268,572,358,714,360,379,545,323,106,47.1,3707,3594,1228,974,3707,1987,1720,974,445,529,4627,4327,300,4327,3090,81,805,20,16,0,0,193,66,2,74,32,19,0,32,21,0,2,0,0,2,0,156,300,217,36,23,2,4627,3366,309,843,229,2,178,4627,614,486,0,0,128,4013,2817,80,671,193,2,14,236,13,223,2611
2014,Lincoln County,Nevada,5282,2893,2389,315,314,437,520,393,603,606,518,362,288,571,312,43,35.8,3883,3576,1093,926,3883,2179,1704,926,473,453,5282,5227,55,5227,4850,128,209,24,0,0,0,2,0,0,2,0,0,0,32,17,0,0,0,0,0,0,38,55,5,19,25,0,5282,4902,133,228,30,3,41,5282,472,337,3,0,132,4810,4403,128,209,2,0,16,52,0,52,2790
2014,Washoe County,Nevada,429985,216395,213590,27060,27701,27200,27829,32518,59658,54288,60141,28421,27690,35403,15648,6428,37.5,331340,313790,73814,57479,331340,165801,165539,57479,27157,30322,429985,413724,16261,413724,350364,10202,6771,287,98,329,117,22461,2696,3448,9678,1036,1480,1474,32,31,2649,2518,1014,289,559,656,21408,16261,2891,2726,4432,109,429985,364139,14026,10442,29533,5378,23931,429985,98671,78816,2111,700,17044,331314,279817,9268,5753,22014,2433,130,11899,161,11738,185685
2014,Carson City,Nevada,54634,28073,26561,3013,3140,3445,3154,3555,6589,6393,7938,3863,3816,5337,2991,1400,42.3,42933,41088,12035,9728,42933,22026,20907,9728,4375,5353,54634,53022,1612,53022,45527,838,1395,44,0,28,1,1282,381,186,406,102,70,112,32,510,25,130,43,0,79,8,3850,1612,376,397,297,18,54634,46971,1352,1922,1726,226,4161,54634,12150,10041,174,24,1911,42484,37927,818,1052,1171,130,183,1203,79,1124,23500
2014,Cheshire County,New Hampshire,76596,37283,39313,3626,3910,4271,6723,5982,8397,8604,11632,5527,5776,6811,3645,1692,41.7,62103,56236,15615,12148,62103,30043,32060,12148,5477,6671,76596,75339,1257,75339,73308,601,217,10,0,0,0,880,98,327,47,34,59,0,33,5,315,22,0,22,0,0,311,1257,169,359,395,0,76596,74495,837,593,1358,39,611,76596,1195,420,461,12,302,75401,72673,589,217,880,22,33,987,115,872,34782
2014,Grafton County,New Hampshire,89360,44009,45351,3943,3921,5011,7006,8387,10064,9627,13094,6896,6551,8324,4754,1782,41.5,73539,66959,18716,14860,73539,36037,37502,14860,6856,8004,89360,87578,1782,87578,83314,794,393,86,22,0,0,2754,338,1112,222,61,482,33,33,9,506,98,32,0,66,0,225,1782,411,459,568,20,89360,84968,1369,1079,3399,140,371,89360,1791,633,557,82,519,87569,81945,679,392,2754,98,50,1651,46,1605,51453
2014,Rockingham County,New Hampshire,297702,147129,150573,14168,17707,19523,19761,15721,31420,39785,54032,23426,20620,24378,12208,4953,43.1,233321,223727,53384,41539,233321,114456,118865,41539,18660,22879,297702,293204,4498,293204,284095,2383,401,30,0,4,0,5402,1423,1467,467,86,420,372,33,15,1167,26,0,26,0,0,897,4498,1009,1361,1400,63,297702,288295,3757,1914,6925,153,1350,297702,6998,1015,1565,1024,3394,290704,278950,2049,315,5346,26,118,3900,85,3815,127468
2014,Sullivan County,New Hampshire,43291,21206,22085,2191,2145,2766,2499,2226,4539,5385,6973,3573,3393,4359,2330,912,44.8,34538,33293,9525,7601,34538,16803,17735,7601,3432,4169,43291,42709,582,42709,41692,155,238,0,0,0,2,355,0,102,137,13,78,14,33,19,11,13,4,9,0,0,256,582,127,184,116,0,43291,42274,328,468,471,45,333,43291,574,219,110,9,236,42717,41392,155,223,353,13,114,467,37,430,22376
2014,Hillsborough County,New Hampshire,402776,199502,203274,22823,25911,25023,27303,24924,50232,54465,67333,28962,24010,29024,15760,7006,39.9,312088,296486,65795,51790,312088,153160,158928,51790,22625,29165,402776,393894,8882,393894,365766,8756,574,41,5,0,9,14096,5028,2508,765,277,641,1849,33,11,3028,93,11,0,15,67,4609,8882,2903,1924,1764,91,402776,373912,12504,3202,16472,420,5959,402776,22706,6799,6685,588,8634,380070,349690,7588,458,14067,93,1115,7059,386,6673,166754
2014,Coos County,New Hampshire,32202,16524,15678,1287,1447,1766,1783,1536,3173,3903,5130,2941,2545,3621,2064,1006,47.9,26519,25676,8202,6691,26519,13530,12989,6691,3064,3627,32202,31883,319,31883,31078,351,120,5,0,2,0,132,30,21,32,0,8,0,33,7,41,0,0,0,0,0,202,319,31,130,91,0,32202,31388,391,252,250,22,238,32202,459,122,84,59,194,31743,30777,345,115,132,0,78,296,24,272,21286
2014,Carroll County,New Hampshire,47623,23786,23837,1812,2175,2584,2619,2136,3895,5160,7921,4011,4553,6214,3164,1379,49.7,39319,38066,13324,10757,39319,19412,19907,10757,5180,5577,47623,46845,778,46845,46385,134,51,3,0,0,0,256,110,41,36,0,37,0,33,3,32,0,0,0,0,0,19,778,95,414,79,0,47623,47127,317,574,392,44,60,47623,587,116,105,0,366,47036,45902,131,51,256,0,5,691,37,654,40009
2014,Merrimack County,New Hampshire,146880,72226,74654,7214,8055,9268,10513,9341,16318,18582,24254,12009,9665,12009,6396,3256,42.2,116354,109619,27039,21661,116354,56638,59716,21661,9461,12200,146880,144445,2435,144445,139662,1604,119,9,10,0,0,2486,393,566,56,39,264,43,33,13,1125,28,13,12,0,3,546,2435,634,993,538,21,146880,142017,2334,1218,3140,95,651,146880,2632,456,1049,107,1020,144248,137700,1544,89,2482,28,245,2160,31,2129,63589
2014,Belknap County,New Hampshire,60252,29355,30897,2943,3512,3354,3714,2958,6288,6955,9705,4933,4986,6321,3203,1380,45.5,48049,45989,13819,10904,48049,23250,24799,10904,5052,5852,60252,59533,719,59533,58050,489,182,9,0,0,0,657,103,181,88,45,123,31,33,1,86,0,0,0,0,0,155,719,121,248,224,0,60252,58763,623,460,899,36,233,60252,872,191,384,15,282,59380,57369,433,182,657,0,89,650,9,641,37541
2014,Strafford County,New Hampshire,124387,60789,63598,6569,6945,7033,10749,13252,14995,15181,18473,9013,6244,8825,5132,1976,36.9,99513,89240,19514,15933,99513,47791,51722,15933,6987,8946,124387,121561,2826,121561,116193,1026,215,6,3,0,0,3542,1021,726,305,139,222,165,33,17,964,0,0,0,0,0,585,2826,853,708,486,74,124387,118683,2089,1198,4409,259,885,124387,2487,521,606,83,1277,121900,114548,975,97,3444,0,157,2679,168,2511,52028
2014,Mercer County,New Jersey,369526,180915,188611,21622,22375,23392,27291,28480,46808,50368,55310,24068,21126,25772,15700,7214,38.3,287521,267326,60859,48686,287521,139059,148462,48686,20324,28362,369526,361917,7609,361917,230476,74614,667,35,9,0,0,35398,17239,9663,1925,627,3176,449,34,21,2319,14,0,0,0,14,20748,7609,1769,746,1815,446,369526,236350,78059,2203,38051,474,22557,369526,58733,6638,17591,1184,33320,310793,195590,72365,502,35364,14,1551,5407,299,5108,144069
2014,Cumberland County,New Jersey,157429,81133,76296,10786,10901,9654,9870,10839,23053,21710,21921,9960,8199,11284,6364,2888,36.7,119918,114357,25274,20536,119918,62058,57860,20536,8666,11870,157429,151554,5875,151554,96899,32802,1277,19,5,18,5,2011,880,134,250,157,350,4,34,11,236,0,0,0,0,0,18565,5875,1640,702,298,624,157429,100802,36294,3112,2706,194,20651,157429,44369,14737,24224,566,4842,113060,77180,29839,915,1981,0,91,3054,176,2878,56130
2014,Somerset County,New Jersey,328704,160245,168459,18672,21834,23708,22382,16039,36229,46769,57154,23509,18830,23379,13252,6947,40.7,249722,238943,54876,43578,249722,119795,129927,43578,18422,25156,328704,321483,7221,321483,227182,29273,448,0,0,0,0,50187,26034,12948,4665,333,2593,1196,34,35,2418,32,0,5,0,27,14361,7221,1871,226,2527,396,328704,232885,32375,1298,53963,116,15849,328704,44972,6491,8161,1945,28375,283732,198187,28478,360,50015,5,908,5779,748,5031,124402
