state,county_name,year,state_po,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
NEW YORK,RICHMOND,2000,NY,36085.0,US PRESIDENT,OTHER,OTHER,840,142121,20260120,TOTAL
NEW YORK,RICHMOND,2000,NY,36085.0,US PRESIDENT,RALPH NADER,GREEN,3550,142121,20260120,TOTAL
NEW YORK,BRONX,2004,NY,36005.0,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,53738,342929,20260120,TOTAL
NEW YORK,BRONX,2004,NY,36005.0,US PRESIDENT,JOHN KERRY,DEMOCRAT,276938,342929,20260120,TOTAL
NEW YORK,BRONX,2004,NY,36005.0,US PRESIDENT,OTHER,OTHER,12253,342929,20260120,TOTAL
NEW YORK,KINGS,2004,NY,36047.0,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,159200,687780,20260120,TOTAL
NEW YORK,KINGS,2004,NY,36047.0,US PRESIDENT,JOHN KERRY,DEMOCRAT,494165,687780,20260120,TOTAL
NEW YORK,KINGS,2004,NY,36047.0,US PRESIDENT,OTHER,OTHER,34415,687780,20260120,TOTAL
NEW YORK,NEW YORK,2004,NY,36061.0,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,104883,641747,20260120,TOTAL
NEW YORK,NEW YORK,2004,NY,36061.0,US PRESIDENT,JOHN KERRY,DEMOCRAT,509841,641747,20260120,TOTAL
NEW YORK,NEW YORK,2004,NY,36061.0,US PRESIDENT,OTHER,OTHER,27023,641747,20260120,TOTAL
NEW YORK,QUEENS,2004,NY,36081.0,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,157948,605062,20260120,TOTAL
NEW YORK,QUEENS,2004,NY,36081.0,US PRESIDENT,JOHN KERRY,DEMOCRAT,422609,605062,20260120,TOTAL
NEW YORK,QUEENS,2004,NY,36081.0,US PRESIDENT,OTHER,OTHER,24505,605062,20260120,TOTAL
NEW YORK,RICHMOND,2004,NY,36085.0,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,85302,160126,20260120,TOTAL
NEW YORK,RICHMOND,2004,NY,36085.0,US PRESIDENT,JOHN KERRY,DEMOCRAT,66255,160126,20260120,TOTAL
NEW YORK,RICHMOND,2004,NY,36085.0,US PRESIDENT,OTHER,OTHER,8569,160126,20260120,TOTAL
NEW YORK,BRONX,2008,NY,36005.0,US PRESIDENT,BARACK OBAMA,DEMOCRAT,338261,381286,20260120,TOTAL
NEW YORK,BRONX,2008,NY,36005.0,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,41683,381286,20260120,TOTAL
NEW YORK,BRONX,2008,NY,36005.0,US PRESIDENT,OTHER,OTHER,1342,381286,20260120,TOTAL
NEW YORK,KINGS,2008,NY,36047.0,US PRESIDENT,BARACK OBAMA,DEMOCRAT,603525,759671,20260120,TOTAL
NEW YORK,KINGS,2008,NY,36047.0,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,151872,759671,20260120,TOTAL
NEW YORK,KINGS,2008,NY,36047.0,US PRESIDENT,OTHER,OTHER,4274,759671,20260120,TOTAL
NEW YORK,NEW YORK,2008,NY,36061.0,US PRESIDENT,BARACK OBAMA,DEMOCRAT,572126,667271,20260120,TOTAL
NEW YORK,NEW YORK,2008,NY,36061.0,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,89906,667271,20260120,TOTAL
NEW YORK,NEW YORK,2008,NY,36061.0,US PRESIDENT,OTHER,OTHER,5239,667271,20260120,TOTAL
NEW YORK,QUEENS,2008,NY,36081.0,US PRESIDENT,BARACK OBAMA,DEMOCRAT,447906,597598,20260120,TOTAL
NEW YORK,QUEENS,2008,NY,36081.0,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,145898,597598,20260120,TOTAL
NEW YORK,QUEENS,2008,NY,36081.0,US PRESIDENT,OTHER,OTHER,3794,597598,20260120,TOTAL
NEW YORK,RICHMOND,2008,NY,36085.0,US PRESIDENT,BARACK OBAMA,DEMOCRAT,79311,166480,20260120,TOTAL
NEW YORK,RICHMOND,2008,NY,36085.0,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,86062,166480,20260120,TOTAL
NEW YORK,RICHMOND,2008,NY,36085.0,US PRESIDENT,OTHER,OTHER,1107,166480,20260120,TOTAL
NEW YORK,BRONX,2012,NY,36005.0,US PRESIDENT,BARACK OBAMA,DEMOCRAT,334600,370894,20260120,TOTAL
NEW YORK,BRONX,2012,NY,36005.0,US PRESIDENT,MITT ROMNEY,REPUBLICAN,26680,370894,20260120,TOTAL
NEW YORK,BRONX,2012,NY,36005.0,US PRESIDENT,OTHER,OTHER,9614,370894,20260120,TOTAL
NEW YORK,KINGS,2012,NY,36047.0,US PRESIDENT,BARACK OBAMA,DEMOCRAT,580225,730534,20260120,TOTAL
NEW YORK,KINGS,2012,NY,36047.0,US PRESIDENT,MITT ROMNEY,REPUBLICAN,112957,730534,20260120,TOTAL
NEW YORK,KINGS,2012,NY,36047.0,US PRESIDENT,OTHER,OTHER,37352,730534,20260120,TOTAL
NEW YORK,NEW YORK,2012,NY,36061.0,US PRESIDENT,BARACK OBAMA,DEMOCRAT,486172,597227,20260120,TOTAL
NEW YORK,NEW YORK,2012,NY,36061.0,US PRESIDENT,MITT ROMNEY,REPUBLICAN,84810,597227,20260120,TOTAL
NEW YORK,NEW YORK,2012,NY,36061.0,US PRESIDENT,OTHER,OTHER,26245,597227,20260120,TOTAL
NEW YORK,QUEENS,2012,NY,36081.0,US PRESIDENT,BARACK OBAMA,DEMOCRAT,461391,595073,20260120,TOTAL
NEW YORK,QUEENS,2012,NY,36081.0,US PRESIDENT,MITT ROMNEY,REPUBLICAN,108864,595073,20260120,TOTAL
NEW YORK,QUEENS,2012,NY,36081.0,US PRESIDENT,OTHER,OTHER,24818,595073,20260120,TOTAL
NEW YORK,RICHMOND,2012,NY,36085.0,US PRESIDENT,BARACK OBAMA,DEMOCRAT,75557,154169,20260120,TOTAL
NEW YORK,RICHMOND,2012,NY,36085.0,US PRESIDENT,MITT ROMNEY,REPUBLICAN,66916,154169,20260120,TOTAL
NEW YORK,RICHMOND,2012,NY,36085.0,US PRESIDENT,OTHER,OTHER,11696,154169,20260120,TOTAL
NEW YORK,BRONX,2016,NY,36005.0,US PRESIDENT,DONALD TRUMP,REPUBLICAN,37797,399522,20260120,TOTAL
NEW YORK,BRONX,2016,NY,36005.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,353646,399522,20260120,TOTAL
NEW YORK,BRONX,2016,NY,36005.0,US PRESIDENT,OTHER,OTHER,8079,399522,20260120,TOTAL
NEW YORK,KINGS,2016,NY,36047.0,US PRESIDENT,DONALD TRUMP,REPUBLICAN,141044,805605,20260120,TOTAL
NEW YORK,KINGS,2016,NY,36047.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,640553,805605,20260120,TOTAL
NEW YORK,KINGS,2016,NY,36047.0,US PRESIDENT,OTHER,OTHER,24008,805605,20260120,TOTAL
NEW YORK,NEW YORK,2016,NY,36061.0,US PRESIDENT,DONALD TRUMP,REPUBLICAN,64929,668939,20260120,TOTAL
NEW YORK,NEW YORK,2016,NY,36061.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,579013,668939,20260120,TOTAL
NEW YORK,NEW YORK,2016,NY,36061.0,US PRESIDENT,OTHER,OTHER,24997,668939,20260120,TOTAL
NEW YORK,QUEENS,2016,NY,36081.0,US PRESIDENT,DONALD TRUMP,REPUBLICAN,149341,686393,20260120,TOTAL
NEW YORK,QUEENS,2016,NY,36081.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,517220,686393,20260120,TOTAL
NEW YORK,QUEENS,2016,NY,36081.0,US PRESIDENT,OTHER,OTHER,19832,686393,20260120,TOTAL
NEW YORK,RICHMOND,2016,NY,36085.0,US PRESIDENT,DONALD TRUMP,REPUBLICAN,101437,180960,20260120,TOTAL
NEW YORK,RICHMOND,2016,NY,36085.0,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,74143,180960,20260120,TOTAL
NEW YORK,RICHMOND,2016,NY,36085.0,US PRESIDENT,OTHER,OTHER,5380,180960,20260120,TOTAL
NEW YORK,BRONX,2020,NY,36005.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,67740,432399,20260120,TOTAL
NEW YORK,BRONX,2020,NY,36005.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,775,432399,20260120,TOTAL
NEW YORK,BRONX,2020,NY,36005.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,355374,432399,20260120,TOTAL
NEW YORK,BRONX,2020,NY,36005.0,US PRESIDENT,OTHER,GREEN,1420,432399,20260120,TOTAL
NEW YORK,BRONX,2020,NY,36005.0,US PRESIDENT,OTHER,OTHER,7090,432399,20260120,TOTAL
NEW YORK,KINGS,2020,NY,36047.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,202772,920380,20260120,TOTAL
NEW YORK,KINGS,2020,NY,36047.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,2504,920380,20260120,TOTAL
NEW YORK,KINGS,2020,NY,36047.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,703310,920380,20260120,TOTAL
NEW YORK,KINGS,2020,NY,36047.0,US PRESIDENT,OTHER,GREEN,3978,920380,20260120,TOTAL
NEW YORK,KINGS,2020,NY,36047.0,US PRESIDENT,OTHER,OTHER,7816,920380,20260120,TOTAL
NEW YORK,NEW YORK,2020,NY,36061.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,85185,701405,20260120,TOTAL
NEW YORK,NEW YORK,2020,NY,36061.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,3329,701405,20260120,TOTAL
NEW YORK,NEW YORK,2020,NY,36061.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,603040,701405,20260120,TOTAL
NEW YORK,NEW YORK,2020,NY,36061.0,US PRESIDENT,OTHER,GREEN,2694,701405,20260120,TOTAL
NEW YORK,NEW YORK,2020,NY,36061.0,US PRESIDENT,OTHER,OTHER,7157,701405,20260120,TOTAL
NEW YORK,QUEENS,2020,NY,36081.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,212665,794498,20260120,TOTAL
NEW YORK,QUEENS,2020,NY,36081.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,2483,794498,20260120,TOTAL
NEW YORK,QUEENS,2020,NY,36081.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,569038,794498,20260120,TOTAL
NEW YORK,QUEENS,2020,NY,36081.0,US PRESIDENT,OTHER,GREEN,2969,794498,20260120,TOTAL
NEW YORK,QUEENS,2020,NY,36081.0,US PRESIDENT,OTHER,OTHER,7343,794498,20260120,TOTAL
NEW YORK,RICHMOND,2020,NY,36085.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,123320,217899,20260120,TOTAL
NEW YORK,RICHMOND,2020,NY,36085.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,909,217899,20260120,TOTAL
NEW YORK,RICHMOND,2020,NY,36085.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,90997,217899,20260120,TOTAL
NEW YORK,RICHMOND,2020,NY,36085.0,US PRESIDENT,OTHER,GREEN,662,217899,20260120,TOTAL
NEW YORK,RICHMOND,2020,NY,36085.0,US PRESIDENT,OTHER,OTHER,2011,217899,20260120,TOTAL
